CYCLE	CMDPOS3	CMDPOS4	CMDPOS5	CMDPOS6	CMDPOS7	out_0.0	in_0.0	
3858	303.000	404.000	-505.000	-606.000	707.000	0	0	
3859	303.000	404.000	-505.000	-606.000	707.000	0	0	
3860	303.000	404.000	-505.000	-606.000	707.000	0	0	
3861	303.000	404.000	-505.000	-606.000	707.000	0	0	
3862	303.000	404.000	-505.000	-606.000	707.000	0	0	
3863	303.000	404.000	-505.000	-606.000	707.000	0	0	
3864	303.000	404.000	-505.000	-606.000	707.000	0	0	
3865	303.000	404.000	-505.000	-606.000	707.000	0	0	
3866	303.000	404.000	-505.000	-606.000	707.000	0	0	
3867	303.000	404.000	-505.000	-606.000	707.000	0	0	
3868	303.000	404.000	-505.000	-606.000	707.000	0	0	
3869	303.000	404.000	-505.000	-606.000	707.000	0	0	
3870	303.000	404.000	-505.000	-606.000	707.000	0	0	
3871	303.000	404.000	-505.000	-606.000	707.000	0	0	
3872	303.000	404.000	-505.000	-606.000	707.000	0	0	
3873	303.000	404.000	-505.000	-606.000	707.000	0	0	
3874	303.000	404.000	-505.000	-606.000	707.000	0	0	
3875	303.000	404.000	-505.000	-606.000	707.000	0	0	
3876	303.000	404.000	-505.000	-606.000	707.000	0	0	
3877	303.000	404.000	-505.000	-606.000	707.000	0	0	
3878	303.000	404.000	-505.000	-606.000	707.000	0	0	
3879	303.000	404.000	-505.000	-606.000	707.000	0	0	
3880	303.000	404.000	-505.000	-606.000	707.000	0	0	
3881	303.000	404.000	-505.000	-606.000	707.000	0	0	
3882	303.000	404.000	-505.000	-606.000	707.000	0	0	
3883	303.000	404.000	-505.000	-606.000	707.000	0	0	
3884	303.000	404.000	-505.000	-606.000	707.000	0	0	
3885	303.000	404.000	-505.000	-606.000	707.000	0	0	
3886	303.000	404.000	-505.000	-606.000	707.000	0	0	
3887	303.000	404.000	-505.000	-606.000	707.000	0	0	
3888	303.000	404.000	-505.000	-606.000	707.000	0	0	
3889	303.000	404.000	-505.000	-606.000	707.000	0	0	
3890	303.000	404.000	-505.000	-606.000	707.000	0	0	
3891	303.000	404.000	-505.000	-606.000	707.000	0	0	
3892	303.000	404.000	-505.000	-606.000	707.000	0	0	
3893	303.000	404.000	-505.000	-606.000	707.000	0	0	
3894	303.000	404.000	-505.000	-606.000	707.000	0	0	
3895	303.000	404.000	-505.000	-606.000	707.000	0	0	
3896	303.000	404.000	-505.000	-606.000	707.000	0	0	
